CustomerNumber,StoreNumber,CustomerName,Address,City,State,ZipCode,SalesmanNumber,CustomerYTDSales,CustomerStartDate,Customer_Corporate_master,StatusCode,Call_Route_1,Call_Seq_1,Call_Route_2,Call_Seq_2,Call_Route_3,Call_Seq_3,Call_Route_4,Call_Seq_4,Call_Route_5,Call_Seq_5,Call_Route_6,Call_Seq_6,Call_Route_7,Call_Seq_7,Del_Route_1,Del_Seq_1,Del_Route_2,Del_Seq_2,Del_Route_3,Del_Seq_3,Del_Route_4,Del_Seq_4,Del_Route_5,Del_Seq_5,Del_Route_6,Del_Seq_6,Del_Route_7,Del_Seq_7,TaxCode,TermsCode,CreditLimit,CigaretteTaxNumber,StateTaxID,Areacode,PhoneNumber,SalesGroup,AuthorizedItemCode
907394,0,PIKE ROAD DISCOUNT MARKET          ,2800 PIKE ROAD                ,BIRMINGHAM                    ,AL,35208,30,2682.96,3/16/2016,907394,A,      ,0,      ,0,      ,0,      ,0,S530  ,70,      ,0,      ,0,117   ,140,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A28108,03 ,0,                  ,SLS-R009347324    ,0,8863316,      , 
907410,0,231 MARATHON                       ,4684 SOUTH OATES STREET       ,DOTHAN                        ,AL,36301,70,0,3/17/2016,907410,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A26133,03 ,0,                  ,R008953813        ,0,7924239,      , 
907428,0,PAYLESS ZONE                       ,2721 SPRINGHILL AVE           ,MOBILE                        ,AL,36607,70,0,3/21/2016,907428,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A35181,17 ,0,                  ,SLS-R009237632    ,0,3826046,      , 
907436,0,GUTHERYS STORE & GRILL             ,10836 CO RD 222               ,LOGAN                         ,AL,35098,10,0,3/22/2016,100,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A15000,47 ,3,                  ,SLS-R009370456    ,0,9097326,      ,N
907444,0,CHEVRON-TENTH ERA                  ,2331 PEACHTREE RD             ,ATLANTA                       ,GA,30305,75,31713.04,3/23/2016,907444,A,      ,0,      ,0,      ,0,      ,0,S575  ,30,      ,0,      ,0,      ,0,211   ,100,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,17 ,0,0035279           ,20018963731       ,0,2379256,      , 
907451,0,J & R LLC                          ,10171 US HWY 78 EAST          ,ANNISTON                      ,AL,36207,85,0,3/25/2016,907451,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A19000,03 ,0,                  ,ROO7979048        ,0,2828907,      , 
907469,0,CONOCO NORTH - BAPS INC            ,5982 AL HWY 157               ,CULLMAN                       ,AL,35058,35,0,3/28/2016,907469,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A15125,03 ,0,                  ,R008127785        ,0,6207260,      , 
907485,0,CHEVRON FOOD MART-SHEFALI INC      ,1790 WILLIAMS RD              ,COLUMBUS                      ,GA,31904,91,48698.84,3/29/2016,907485,A,      ,0,      ,0,      ,0,S491  ,50,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,508   ,30,      ,0,      ,0,G00000,02 ,0,0022873           ,20014631951       ,0,3229151,      , 
907493,0,COATOPA FOOD MART                  ,6709 HWY 28 E                 ,LIVINGSTON                    ,AL,35470,25,10843.84,3/31/2016,907493,A,      ,0,      ,0,      ,0,      ,0,S525  ,110,      ,0,      ,0,109   ,110,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A74000,02 ,3,                  ,SLS-R008419958    ,0,6522884,      , 
907501,0,"LUCKY SHOP, INC                    ",1811 DANVILLE RD              ,DECATUR                       ,AL,35601,10,0,4/04/2016,907501,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A57131,47 ,3,                  ,R009487027        ,0,0,      , 
907527,0,STACY FOOD MARKET                  ,3506 29TH ST                  ,TUSCALOOSA                    ,AL,35401,25,0,4/05/2016,907527,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A50227,03 ,0,                  ,SLS-6300 07107    ,0,7525158,      , 
907535,0,MIKE'S GROCERY-SIPSEY MART LLC     ,3924 SIPSEY RD                ,SIPSEY                        ,AL,35584,15,0,4/05/2016,907535,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A52000,E3 ,3,                  ,SLS-R011034165    ,0,8351896,      , 
907543,0,STOP N SHOP - OBED FOOD MART       ,2123 5TH AVE N                ,BESSEMER                      ,AL,35020,35,0,4/06/2016,907543,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A28111,02 ,0,                  ,R009495087        ,0,9294898,      , 
907550,0,KWIK STOP EXPRESS                  ,9629 HWY 78 WEST              ,EASTABOGA                     ,AL,36260,45,0,4/07/2016,907550,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A19198,02 ,2,                  ,R009302270        ,0,8318508,      , 
907568,0,WEST END GROCERY                   ,800 BOLIGEE ST                ,EUTAW                         ,AL,35462,60,0,4/08/2016,907568,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A63255,03 ,0,                  ,320001506         ,0,3721163,      , 
907576,0,RT 55 JOURNEY'S TUPELO MS          ,CHECK NOTES                   ,COLUMBUS                      ,MS,39705,55,0,4/08/2016,907576,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,M00000,03 ,0,                  ,R007216639        ,0,0,      , 
907592,3493,FIRST STOP #3493                   ,1275 SPRING HILL AVE          ,MOBILE                        ,AL,36604,78,0,4/08/2016,1234,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A35181,03 ,0,                  ,                  ,0,6434418,      , 
907600,0,SUPER GASCO                        ,4450 OLD SHELL RD             ,MOBILE                        ,AL,36608,70,14504.47,4/11/2016,907600,A,S170  ,20,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,205   ,100,      ,0,      ,0,      ,0,      ,0,      ,0,A35181,47 ,0,                  ,SLS-R010807752    ,0,5080250,      , 
907618,0,B AND S COPERATIVE LLC             ,7040 THEODORE DAWES RD        ,THEODORE                      ,AL,36582,73,0,4/12/2016,907618,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A35181,03 ,0,                  ,R009436286        ,0,5990273,      , 
907626,0,FUSION FINE WINE III               ,44 S BLUE ANGEL PKWY          ,PENSACOLA                     ,FL,32506,70,0,4/15/2016,907626,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,F70404,02 ,2,BEV2700375        ,27-80169219845    ,0,0,      , 
907634,0,WARRIOR EXXON - ANIKA INC          ,300 CANE CREEK RD             ,WARRIOR                       ,AL,35180,35,0,4/15/2016,100,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A28000,03 ,0,                  ,R000744096        ,0,5902014,      , 
907659,0,MONTLIMAR CONVENIENCE STORE        ,950 MONTLIMAR DR              ,MOBILE                        ,AL,36609,73,0,4/19/2016,907659,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A35181,03 ,2,                  ,R009444063        ,0,6076805,      , 
907667,0,D.I.P. CONVENIENCE STORE**CLOSED** ,2100 DAUPHIN ISLAND PARKWAY   ,MOBILE                        ,AL,36605,60,0,4/19/2016,907667,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A35181,03 ,2,                  ,R009370697        ,0,4733871,      , 
907675,0,SUNOCO-MF FOODMART                 ,38 CO RD 438                  ,VERBENA                       ,AL,36091,53,0,5/03/2016,907675,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A44000,02 ,3,                  ,SLS-R009760896    ,0,2808427,      , 
907683,0,SUNSHINE FOOD MART #3 - SN INC     ,65 HIGHWAY 191                ,JEMISON                       ,AL,35085,65,50916.19,5/03/2016,100,A,      ,0,S265  ,80,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,411   ,30,      ,0,      ,0,      ,0,A44172,E5+,0,                  ,SLS-R009256423    ,0,6883001,      , 
907691,0,RT 53 EXXON  PRATTVILLE            ,                              ,                              ,AL,36047,53,0,6/22/2021,907691,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A00203,   ,0,                  ,                  ,0,6825885,      , 
907709,0,QUICK STOP - SAHR 2718 INC         ,390 WASHINGTON AVE            ,TALBOTTON                     ,GA,31827,91,20580.06,5/03/2016,907709,A,      ,0,      ,0,      ,0,S491  ,20,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,508   ,50,      ,0,      ,0,G00000,E4 ,0,0102000           ,308781346         ,0,6659030,      , 
907725,0,SCHILLINGERS ENERGIZE              ,225 SCHILLINGERS RD N         ,MOBILE                        ,AL,36608,70,0,5/11/2016,907725,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A35181,03 ,2,                  ,R009116996        ,0,5082743,      , 
907733,0,THE LIQUOR STORE                   ,5091 HWY 90                   ,MILTON                        ,FL,32571,70,0,5/16/2016,907733,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,F90404,02 ,0,BEV6701108        ,67-8014894061-8   ,0,9955075,      , 
907758,0,LAND MART                          ,2421 COUNTY RD 42 WEST        ,JEMISON                       ,AL,35085,80,42921.34,5/18/2016,100,A,      ,0,S280  ,10,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,318   ,30,      ,0,      ,0,      ,0,      ,0,A44000,E1+,0,                  ,SLS-R009411788    ,0,6884545,      , 
907766,0,SAVANAH'S FOOD MART #7             ,401 TUSCALOOSA AVE SW         ,BIRMINGHAM                    ,AL,35211,15,0,5/20/2016,907766,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A28000,27 ,0,                  , R00846038        ,0,0,      , 
907774,0,SWEETWATER CORNER - 528 M&R LLC    ,4230 KNOX BRIDGE HWY          ,CANTON                        ,GA,30114,75,0,5/20/2016,907774,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,37 ,3,0062091           ,308211876         ,0,4799322,      , 
907790,0,FOOD MART - (CHEVRON)              ,1847 MARIETTA HWY             ,CANTON                        ,GA,30114,75,0,5/26/2016,907790,A,      ,0,      ,0,      ,0,      ,0,S575  ,130,      ,0,211   ,150,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,E5+,3,0062857           ,308533509         ,0,4931714,      , 
907808,0,ONE STOP - SOUTHEND LLC            ,605 N WALNUT AVE              ,DEMOPOLIS                     ,AL,36732,25,0,5/26/2016,907808,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A79132,02 ,3,                  ,SLS-R009035421    ,0,2890725,      , 
907816,0,BP #1 - SAI MRKD                   ,4416 VETERANS PKWY            ,COLUMBUS                      ,GA,31904,75,0,5/30/2016,907816,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,17 ,2,0055765           ,308125870         ,0,3210790,      , 
907824,0,R.K. FOOD MART                     ,2650 MANCHESTER EXPRESSWAY    ,COLUMBUS                      ,GA,31904,75,0,5/30/2016,907824,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,17 ,2,0056014           ,308299089         ,0,2215041,      , 
907832,0,ARA - BTC QUOTE                    ,ARA - GLEN THOMAS             ,ARA - ATL                     ,GA,31904,60,0,5/30/2016,907832,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,2,                  ,                  ,0,3210790,      , 
907873,0,MD'S #1                            ,17684 HWY 21                  ,SYCAMORE                      ,AL,35149,5,34683.22,5/30/2016,100,A,      ,0,S205  ,50,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,323   ,80,      ,0,      ,0,      ,0,      ,0,A45000,E2+,0,                  ,SLS-R009421899    ,0,2813803,      , 
907907,0,STATESVILLE GROCERY                ,3861 HWY 14 W                 ,SELMA                         ,AL,36703,73,0,6/01/2016,907907,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A00000,02 ,0,                  ,R007358155        ,0,8752338,      , 
907915,0,T & R #7067                        ,5840 SIPSEY RD                ,EMPIRE                        ,AL,35053,35,0,6/06/2016,907915,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A52000,02 ,3,                  ,SLS-R006024725    ,0,6789868,SPCUST, 
907923,0,THE WRIGHT STORE & DELI            ,15010 COUNTY ROAD 222         ,CRANE HILL                    ,AL,35053,10,0,6/06/2016,907923,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A15000,03 ,3,                  ,SLS-R010704477    ,0,7472082,SPCUST, 
907949,0,HWY 69 QUICKSTOP                   ,33090 HWY 69                  ,JASPER (WALKER CO)            ,AL,35504,15,0,6/06/2016,907949,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A52000,02 ,0,                  ,                  ,0,2210790,SPCUST, 
907964,0,CHICKASAW FOOD MART - SHAI INC     ,157 WEST LEE ST               ,CHICKASAW                     ,AL,36611,73,84079.27,6/06/2016,907964,A,S173  ,90,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,405   ,5,      ,0,      ,0,      ,0,A35096,27 ,0,                  ,SLS-4900 49615    ,0,4566406,GPATEL, 
907972,0,HOLCOMB GROCERY-DOLLY 1 LLC        ,11 GARDNERS GIN RD            ,JASPER                        ,AL,35502,15,0,6/06/2016,150,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A52000,E1+,3,                  ,SLS-R009904573    ,0,4839673,      , 
907980,0,SMOKIN'                            ,15 NEEL SCHOOL RD             ,DANVILLE (MORGAN CO)          ,AL,35619,10,0,6/06/2016,907980,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A57000,02 ,2,                  ,SLS-R010120329    ,0,7510027,SPCUST,N
907998,0,RT 73 SAASOA - MINUTE STOP         ,MINUTE STOP                   ,QUICK STOP -SARALAND          ,AL,35242,73,0,6/07/2016,907998,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A35216,02 ,3,                  ,                  ,0,9911015,      , 
908012,0,GARDEN CITY CHEVRON                ,313 1ST AVE S                 ,GARDEN CITY                   ,AL,35070,35,31698.34,6/07/2016,908012,A,S135  ,60,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,408   ,20,      ,0,      ,0,      ,0,A15335,57 ,0,                  ,SLS-2200 09352    ,0,6201784,SPCUST,N
908038,0,GRAVES MARATHON                    ,6381 AL HWY 157               ,CULLMAN                       ,AL,35057,60,0,6/07/2016,908038,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A15125,02 ,0,                  ,                  ,0,7341841,SPCUST,N
908046,0,EAGLE PRIDE KWIK STOP              ,117006 HWY 69 SOUTH           ,BREMEN (CULLMAN CO)           ,AL,35504,35,0,6/07/2016,908046,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A15000,02 ,2,                  ,R006327268        ,0,2879522,SPCUST,N
908053,0,BERLIN QUICK STOP                  ,3661 HWY 278 E                ,CULLMAN CO                    ,AL,35055,35,0,6/07/2016,908053,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A15000,02 ,0,                  ,                  ,0,7754333,SPCUST,N
908061,0,FIVE POINTS #7032                  ,205 ROSEMONT AVE NW           ,CULLMAN                       ,AL,35055,35,0,6/07/2016,908061,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A15125,02 ,0,                  ,22007166          ,0,7349825,SPCUST,N
908079,0,JOLLY DANS                         ,755 STATE HWY 129 S           ,HALEYVILLE                    ,AL,35565,63,21311.43,6/07/2016,908079,A,      ,0,      ,0,      ,0,S463  ,70,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,424   ,50,      ,0,      ,0,      ,0,A39160,02 ,0,                  ,SLS-R012198548    ,0,4862528,SPCUST,N
908095,0,M&D GROCERY INC (CITGO)            ,1305 PAUL W BRYANT DRIVE      ,TUSCALOOSA                    ,AL,35401,80,0,6/08/2016,908095,A,      ,0,      ,0,S380  ,70,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A50227,03 ,3,                  ,SLS-R007267330    ,0,2391081,      , 
908103,0,EXXON - ALI'S CORPORATION          ,35100 HWY 278                 ,ARLEY                         ,AL,35541,10,0,6/08/2016,908103,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A39000,E3+,3,                  ,SLS-R011139526    ,0,7354139,      ,N
908111,0,195 TOBACCO OUTLET                 ,4404 HWY 195                  ,JASPER                        ,AL,35503,15,31335.69,6/08/2016,908111,A,      ,0,      ,0,S315  ,160,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,512   ,90,      ,0,      ,0,A52000,03 ,0,                  ,SLS-6700 04001    ,0,3841039,SPCUST,N
908129,0,SPRINGHILL GROCERY                 ,5531 HWY 278 W                ,CULLMAN (CULLMAN CO)          ,AL,35057,60,0,6/08/2016,908129,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A15000,02 ,0,                  ,                  ,0,7370724,SPCUST,N
908145,0,QWIK SAK INC - B                   ,13315 HWY 78                  ,JASPER                        ,AL,35503,15,0,6/08/2016,908145,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A52168,02 ,0,                  ,SLS-6400 10700    ,0,3020017,SPCUST,N
908152,0,ADDISON TEXACO-WHETSTONE ENT       ,30711 HWY 278 W               ,ADDISON                       ,AL,35540,10,0,6/08/2016,908152,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A39248,E2 ,3,                  ,SLS-6700 04799    ,0,7471890,SPCUST,N
908160,0,THOMAS TEXACO                      ,201 2ND AVE NW                ,CULLMAN                       ,AL,35055,35,0,6/10/2016,908160,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A15125,02 ,0,                  ,                  ,0,7396100,SPCUST, 
908186,0,DECOR-A-LICIOUS TOO     EOW        ,1912 ALABAMA HWY 157          ,CULLMAN                       ,AL,35058,35,0,6/10/2016,908186,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A15125,E1 ,0,                  ,R000827571        ,0,7372645,SPCUST, 
908202,0,DOUG'S CORNER MARKET-THE SMITH CO  ,400 2ND AVE NE                ,CULLMAN                       ,AL,35055,35,0,6/10/2016,908202,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A15125,03 ,0,                  ,                  ,0,7757743,SPCUST, 
908210,0,FINEST TOBACCO AND DELI            ,1001 JL CHESTNUT BLVD         ,SELMA                         ,AL,36701,73,0,6/14/2016,908210,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A49218,02 ,2,                  ,R009070262        ,0,8745511,      , 
908228,0,FINEST TOBACCO STORE II            ,203B HWY 80 E                 ,SELMA                         ,AL,36701,73,0,6/14/2016,908228,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A49213,03 ,0,                  ,R008556321        ,0,8750084,      , 
908244,0,TJ'S FOOD MART SSG ENTERPRISES     ,1561 MAIN STREET              ,SUMITON                       ,AL,35148,63,33733.2,6/21/2016,908244,A,S163  ,80,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,212   ,60,      ,0,      ,0,      ,0,      ,0,      ,0,A52000,03 ,0,                  ,SLS-R009596530    ,0,6489444,      , 
908269,0,RED TOP MARKET - M&Z LLC           ,1101 ALLIANCE RD              ,BESSEMER                      ,AL,35023,30,0,6/21/2016,100,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A28111,17 ,0,                  ,R009475445        ,0,4364700,      , 
908277,0,MR SUNNYS FOOD & GAS               ,1405 GENEVA ST                ,OPELIKA                       ,AL,36801,40,32155.91,6/28/2016,2646,A,      ,0,      ,0,      ,0,      ,0,S540  ,20,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,513   ,100,      ,0,      ,0,A53197,17 ,3,                  ,SLS-R009076767    ,0,9459492,      , 
908285,0,QWIK SAK INC - C                   ,1385 ARKADELPHIA RD           ,JASPER                        ,AL,35503,15,0,6/28/2016,908285,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A52168,02 ,3,                  ,6400-10700        ,0,3020017,SPCUST, 
908301,0,QWIK SAK INC - D                   ,1170 CURRY HWY 257            ,JASPER                        ,AL,35503,15,0,6/28/2016,908301,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A52168,02 ,0,                  ,6400-10700        ,0,3020017,SPCUST, 
908327,0,RT 60 PATEL # 2 - HRA              ,SAM PATEL                     ,ROANOKE                       ,AL,36274,75,0,6/28/2016,908327,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A43214,17 ,2,                  ,                  ,0,8634944,      , 
908343,0,QWIK SAK INC - A                   ,629 20TH ST W                 ,JASPER                        ,AL,35501,15,0,7/05/2016,908343,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A52168,02 ,0,                  ,6400 10700        ,0,3841673,SPCUST, 
908350,0,QWIK SAK INC - H                   ,105 HWY 195 N                 ,JASPER                        ,AL,35501,15,0,7/05/2016,908350,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A52168,02 ,3,                  ,SLS-6400 10700    ,0,3878351,SPCUST, 
908368,0,SPARKLE MART-YAM BUSINESS LLC      ,4022 BYNUM LEATHERWOOD RD     ,ANNISTON                      ,AL,36201,85,94938,7/08/2016,100,A,      ,0,      ,0,      ,0,      ,0,S585  ,80,      ,0,      ,0,101   ,30,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A19000,03 ,0,                  ,SLS-R010900577    ,0,2364532,      , 
908384,2693,FRED'S #2693                       ,6109 HOUSTON RD               ,MACON                         ,GA,31201,63,0,7/09/2016,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,36286             ,                  ,0,0,ERF   ,Y
908392,0,EZ SMOKE SHOP LLC                  ,3707 MCFARLAND BLVD E         ,TUSCALOOSA                    ,AL,35045,25,42563.06,7/11/2016,908392,A,      ,0,S225  ,90,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,413   ,120,      ,0,      ,0,      ,0,A50227,E2+,0,                  ,SLS-R012042146    ,0,5616177,      , 
908400,0,SAM'S CONVENIENCE                  ,1007 OLD BIRMINGHAM HWY       ,JASPER                        ,AL,35501,15,13290.31,7/14/2016,150,A,      ,0,S215  ,130,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,308   ,130,      ,0,      ,0,      ,0,      ,0,A52168,03 ,0,                  ,SLS-R011335803    ,0,6924894,      , 
908418,10811,CVS #10811                         ,1218 UNIVERSITY BLVD          ,TUSCALOOSA                    ,AL,35401,80,0,9/19/2016,700,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A50227,03 ,3,                  ,450031070         ,0,3492660,      ,Y
908426,0,A&F FOOD MART LLC                  ,1042 HWY 31 SOUTH             ,ALABASTER                     ,AL,35007,65,20544.29,7/20/2016,908426,A,      ,0,S265  ,10,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,318   ,5,      ,0,      ,0,      ,0,      ,0,A37100,E4+,0,                  ,SLS-R009339744    ,0,6643334,      , 
